name,phone_numbers,email,websites,yearEstablished,acceptsVolunteers,facebookLink,twitterLink,linkedinLink,instagramLink,logo,address_line1,address_line2,address_line3,address_city,address_stateOrRegion,address_zipOrPostcode,address_country,address_countryCode,latitude,longitude,facilityTypeId,operatorTypeId,affiliationTypeIds,description,area,numberDoctors,capacity,procedure,equipment,capability,specialties,source_doc
MDS-Lancet Laboratories,['+233302610480'],info@mds-lancet.com,[],,,,,,,,East Legon,,,Accra,Ghana,,,,,,,,,MDS-Lancet Laboratories was founded with a view to bringing reliable laboratory medicine,,,,[],[],"['Located in East Legon, Accra, Ghana.' 'Is a medical laboratory.'
 'Founded to bring reliable laboratory medicine.'
 'Roadside collection service is offered.'
 'Website: cerbalancetafrica.com.gh.' 'Phone: +233 30 261 0480.'
 'Email: info@mds-lancet.com.']",,CSV Seed
MEDHealth Centers,['+233559519841'],,[],,,,,,,,Ablekuma-Joma,,,Accra,Ghana,,,,,,,,,"Our center offers services to both pediatrics and geriatrics, ultrasounds, ECG, pap smears, breast exams, mammograms and perform minor surgeries.",,,,"['Provides medical services for pediatric and geriatric patients'
 'Performs ultrasound imaging' 'Performs electrocardiography (ECG)'
 'Performs Pap smear testing' 'Performs breast examinations'
 'Performs mammography' 'Performs minor surgical procedures']",[],['Center is always open'],,CSV Seed
Medicaid Diagnostics & Laboratory,['+233241785561'],medicaidlab.gh@gmail.com,['medicaidlab.business.site'],,,,,,,,"SDA Hospital Junction, opposite Ruuf Pub, On top of Chris Pharma, Nsukwao",,,Koforidua,Ghana,,,,,,,,,An ultramodern commercial medical laboratory and diagnostic centre,,,,"['Offers STI screening package including syphilis, gonorrhea, HIV, and hepatitis B']",[],"['Ultramodern commercial medical laboratory and diagnostic centre'
 'Located at SDA Hospital Junction, opposite Ruuf Pub, On top of Chris Pharma, Nsukwao, Koforidua, Ghana'
 'Phone number +233 24 178 5561' 'Email medicaidlab.gh@gmail.com']",,CSV Seed
"Medical Center - East Legon, Accra, Ghana",['+233242576327'],,[],,,,,,,,,,,East Legon,Ghana,,,,,,,,,,,,,[],[],"['Freedom Aid Ghana (F.A.G) is a health-focused NGO legally registered in Ghana'
 'The organization operates in East Legon, Accra, Ghana'
 'Contact phone number: +233 24 257 6327' 'Email: freedomaidgh@gmail.com'
 'Website: freedomaidghana.org']",,CSV Seed
Medical Lab,[],,['danponggroup.net'],,,,,,,,"JWH6+6J6, 67 Nungua Link, Accra",,,Accra,Ghana,,,,,,,,,Our Medical Lab is well equipped to provide accurate results to doctors for the best medical practice and aims to deliver the best patient care and maintain the highest standard of laboratory service by adhering to approved standards across the world.,,,,[],[],"['Provides accurate laboratory results to doctors for the best medical practice'
 'Maintains the highest standard of laboratory service by adhering to approved international standards'
 'The Medical Lab is well equipped']",,CSV Seed
"Medicas Hospital, Mampong-Akuapem",['+233501477343' '+233501477340'],info@medicasgh.com,[],2015.0,,,,,,,Post: P.O.Box MA 14,,,Akuapem Mampong,Ghana,,,,,,,,,,,,,"['Endoscopy services are offered at Medicas Hospital through the Endoscopy Unit, enabling diagnostic and interventional procedures.'
 'Dental procedures are provided by the Dental Unit as a modern dental service.']","['Endoscopy equipment used in the Endoscopy Unit'
 'Dental equipment used in the Dental Unit'
 'Gym with pool and spa facilities as part of the wellness infrastructure'
 'Care Home facility equipped with mobility devices']","['General Practice: Clinic Days open all week; Times 7am - 7pm'
 'Obs & Gynae Services: Clinic Days Monday – Saturday; Times 7:30am - 3pm'
 'Diet-Therapy Services: Clinic Days Monday - Friday; Times 9am - 4pm'
 'Orthopaedics Services: Clinic Days Tuesday and Saturday; Times 10am - 3pm'
 'Endocrine Services: Clinic Days Monday - Friday; Times 8am - 5pm'
 'Endoscopy Services: Open Days Monday – Saturday except Wednesday; Times 9am - 4pm'
 'Dental Service: Clinic Days Monday - Friday; Times 9am - 4pm'
 'Care Home Services: 24 hours'
 'Gym/Spa/Physiotherapy Services: Open All Week; Times 5am - 8pm'
 'Mortuary & Funeral Home Services: 24 hours'
 'NHIS accreditation: Joined NHIS in 2008']",,CSV Seed
"Medicas Hospital, Mampong Akwapim",['+233501477343'],,[],,,,,,,,Mampong Akwapim,,,Unknown,Ghana,,,,,,,,,,,,,[],[],"['Based in Mampong Akwapim, Mampong, Ghana'
 'Phone number +233 50 147 7343' 'Website http://www.medicasgh.com/'
 'Always open']",,CSV Seed
Medikah Diagnostic Services -- Weija-Gbawe Municipal District,['+23320631795'],medikah@rocketmail.com,[],2012.0,,,,,,,Weija-Gbawe Municipal District,,,Weija,Greater Accra Region,,,,,,,,,"Diagnostic Laboratory Services focusing on Scan, Lab, ECG, Digital X-Ray & ECHO. We offer the following services on a 24/7 hour basis: ULTRASOUND, COLOUR DOPPLER IMAGING, ECHO-CARDIOGRAM, ELECTROCARDIOGRAM (ECG), DIGITAL X-RAY, MEDICAL LABORATORY & CORPORATE MEDICAL PLAN.",,,,"['Ultrasound examination' 'Colour Doppler imaging'
 'Echocardiography (ECHO)' 'Electrocardiogram (ECG) testing'
 'Digital X-ray imaging']",[],"['Established in 2012'
 'Located in Weija-Gbawe Municipal District, Greater Accra Region, Ghana'
 'Offers 24/7 diagnostic imaging and medical laboratory services'
 'Provides ultrasound, colour Doppler imaging, echocardiography, electrocardiography (ECG), digital X-ray, and medical laboratory services'
 'Offers corporate medical plan']",,CSV Seed
Mediwest Laboratory Services-MLS,['+233248823617'],mediwestlaboratoryservices@gmail.com,['mediwest-laboratory-services.business.site'],,,,,,,,,,,Takoradi,Ghana,,,,,,,,,MLS provides medical laboratory services (both static and mobile) and medical laboratory consultation.,,,,[],[],"['Provides medical laboratory services (static and mobile) in Takoradi, Ghana']",,CSV Seed
Medlab,['+233322029725'],,[],,,,,,,,Onyasia Ridge Road,,,Accra,Ghana,,,,,,,,,Medical laboratory,,,,[],[],"['Medlab is a medical laboratory located on Onyasia Ridge Road, Accra, Ghana.'
 'Medlab is categorized as a medical laboratory on Facebook.'
 'Phone number for Medlab: +233 32 202 9725.'
 'Facebook page for Medlab was created on 27 January 2011.'
 'The Medlab Facebook page shows 44 likes and 44 followers.']",,CSV Seed
Medobal Ghana,['+233244596319'],info@medobal.com,['medobal.com'],,,,,,,,Medilab Building,,,Kumasi,Ghana,,,,,,,,,Avail your medical needs at affordable costs and Quality Care.,,,,[],[],"['Medobal Ghana operates from Medilab Building, Kumasi, Ghana'
 'Provides medical services at affordable costs with quality care'
 'Phone number is +233 24 459 6319' 'Email address is info@medobal.com'
 'Website is medobal.com/ghana.html']",,CSV Seed
MEDsource Diagnostic Centre,['+233552306383'],Marfo2472@gmail.com,[],,,,,,,,P.O. Box T 91 old Tafo Kumasi,,,Kumasi,Ghana,,,,,,,,,,,,,[],[],"['Located in Kumasi, Ghana' 'Open 24/7 (Always open)']",,CSV Seed
MedTech Laboratory,['+233507105555'],info@medtechgh.com,['medtechgh.com'],,,,,,,,"No.1 Abafun Cresent, Labone",,,Accra,Ghana,,,,,,,,,MedTech Laboratory is a HEFRA accredited facility with WHO standard trained laboratory personnel. Its antigen testing equipment is approved by WHO and by the Ghana Food and Drugs Board.,,,,[],['Antigen testing equipment approved by WHO and by the Ghana Food and Drugs Board'],"['HEFRA accredited facility'
 'Laboratory personnel trained to WHO standards'
 'Located at No.1 Abafun Crescent, Labone, Accra, Ghana']",,CSV Seed
Medtech Laboratory Ghana,['+233507105555'],medtechghana@gmail.com,['medtechgh.com'],,,,,,,,adjacent Labone Palace Mall,,,Accra,Ghana,,,,,,,,,"A HEFRA accredited Laboratory operating with WHO standard trained personnel, providing quality and expect medical Lab Diagnosis at our ultra-modern facility and home services on request.",,,,['Provides medical laboratory diagnostics'],[],"['HEFRA accredited laboratory'
 'Operates with WHO standard trained personnel'
 'Provides home services on request'
 'Located adjacent to Labone Palace Mall, Accra, Ghana'
 'Ultra-modern facility']",,CSV Seed
MedTech Medical Center,['+233507105555'],info@medtechgh.com,['medtechgh.com'],,,,,,,,"Koala Shopping Mall, Oxford Street",,,Accra,Ghana,,,,,,,,,MedTech is dedicated to providing specialised healthcare services for women and children.,,,,[],[],"['Specializes in healthcare services for women and children.'
 'Located at Koala Shopping Mall, Oxford Street, Osu, Accra, Ghana.'
 'Phone number is +233 50 710 5555.'
 'Email address is info@medtechgh.com.' 'Website is medtechgh.com.'
 'Facebook page exists at https://www.facebook.com/medtechmedicalcentre.'
 'Based in Accra, Ghana.']",,CSV Seed
MedyLife Healthcare,['+233555887766'],,['clinixhealthcare.com.gh'],,,,,,,,Royalt Castle Road,,,Accra,Ghana,,,,,,,,,"State-of-the-art Medical Diagnostic Center in Accra, Ghana. Medical Imaging & Pathology.",,,,[],[],"['Operates a medical diagnostic center in Accra, Ghana'
 'Provides medical imaging and pathology services'
 'Located at Royalt Castle Road, Kokomlemle (Near Haavad Senior High School), Accra, Ghana'
 'Phone contact +233 55 588 7766'
 'MedyLife Healthcare Limited, Ghana operates as a diagnostic center'
 'Describes itself as a state-of-the-art diagnostic center'
 'Has a Facebook presence for MedyLife Healthcare Limited, Ghana']",,CSV Seed
Meland Pharmacy,['+2209423251'],melandpharmacy@gmail.com,[],,,,,,,,Pedu Junction adjacent Total filling station,,,Cape Coast,Ghana,,,,,,,,,We provide health services to our cherished clients,,,,[],[],"['Located at Pedu Junction adjacent to Total filling station, Cape Coast, Ghana'
 'Provides health services to clients' 'Phone number +220 942 3251'
 'Email melandpharmacy@gmail.com']",,CSV Seed
"Memento Eye Center, Dodowa",['+233241494465'],mementoeyecenter@gmail.com,['mementoeye.com'],,,,,,,,Adjacent Sunflower Lodge,,,Dodowa,Ghana,,,,,,,,,"We conduct eye tests, prescribe spectacles and eye medications.",,,,['Performs eye tests' 'Prescribes spectacles' 'Prescribes eye medications'],[],"['Provides on-site eye tests' 'Prescribes spectacles on-site'
 'Prescribes eye medications on-site'
 'Located adjacent to Simple Sunflower Lodge, Dodowa, Ghana'
 'Phone: +233 24 149 4465' 'Email: mementoeyecenter@gmail.com'
 'Website: mementoeye.com']",,CSV Seed
Mempeasem Health Centre,['+233249343611' '+233246881270'],,[],,,,,,,,"Mempeasem, C/o/ Dha, Bia",,,Mempeasem,Ghana,,,,,,,,,"Mempeasem Health Center is a government health centre in Mempeasem, C/o/ Dha, Bia Ghana. It offers a general services. This health centre is NHIS accredited.",,,,[],[],"['Government-owned health centre located in Mempeasem, C/o/ Dha, Bia, Ghana'
 'Offers general health services'
 'NHIS accredited (National Health Insurance Scheme)']",,CSV Seed
"MENRI Pharmacy - 22 Stewart Avenue, Uaddar Barracks, Bantama, Kumasi, Ghana",['+233322087902'],menripharmacy@gmail.com,['menripharmacy.com'],,,,,,,,22 Stewart Avenue,,,Kumasi,Ghana,,,,,,,,,Where quality meets affordability,,,,[],[],"['Address: 22 Stewart Avenue, Uaddar Barracks, Bantama, Kumasi, Ghana'
 'Phone: +233 32 208 7902' 'Email: menripharmacy@gmail.com'
 'Website: menripharmacy.com'
 'Opening hours: Always open (24/7) according to Facebook page'
 'Staffing: Pharmacists, Pharmacy Technicians, Medicine Counter Assistants'
 'Location: Kumasi, Ghana']",,CSV Seed
Mepom RCH,[],,[],,,,,,,,Juaso-Nsawam Road,,,Mepom,Ghana,,,,,,,,,Hospital,,,,[],[],"['Located on Juaso-Nsawam Road, Mepom, Ghana' 'Category: Hospital'
 'Page created on April 24, 2019' '0 people follow this page'
 '59 people checked in here' 'Always open']",,CSV Seed
Mercy Women Catholic Hospital - Mankessim,['+233502584297' '+233501577736'],info@mwchospital.com,['mwchospital.com'],,,,,,,,Post Office Box MK 164 Mankessim,,,Mankessim,Ghana,,,,,,,,,"Mercy Women Catholic Hospital - Mankessim has a 45-bed capacity ward with a spacious Out Patients Department (OPD), a laboratory, consulting and examination rooms, pharmacy, etc. The hospital offers obstetric fistula repair, diagnostic services (including x-ray, ECG, and ultrasound), Eye Clinic, Special Clinics, 24-hour Accident & Emergency Unit, Physiotherapy, Child Welfare Clinic, and Maternal Health services.",,,45.0,"['Obstetric fistula repair is performed' 'X-ray imaging is performed'
 'ECG testing is performed' 'Ultrasound scanning is performed']","['X-ray imaging equipment' 'ECG machine' 'Ultrasound scanner'
 'On-site laboratory facilities']","['24-hour Accident and Emergency Unit'
 'Eye Clinic staffed by one optometrist, one ophthalmic nurse, and two nurses, serving about 50 eye patients daily'
 'Physiotherapy Unit staffed by a physiotherapist and two physiotherapy assistants'
 'Child Welfare Clinic operates Monday to Friday serving children aged 0–5 years and has community/public health officers'
 'Antenatal care unit handles about 70 pregnant women daily and provides focused antenatal care and counselling'
 'Fistula Unit has a 45-bed capacity ward for obstetric fistula repair'
 'Has a 24-hour emergency hotline']",,CSV Seed
Mercy Women’s Catholic Hospital,[],,[],,,,,,,,,,,Mankessim,Central,,,,,,,,,"Mercy Womens Catholic Hospital is listed as a CHST Hospital located in Mankessim, Central Region, Ghana.",,,,[],[],"['Affiliation: Catholic Health Service Trust Ghana (CHST) Hospitals'
 'Location: Mankessim, Central Region, Gomoa West District, Diocese: Cape Coast'
 'GPS address code CF-0632-0790']",,CSV Seed
Merkot Pharmacy,['+233244640975'],info@merkotpharma.com,['merkotpharma.com'],,,,,,,,Ofaakor Congo Villa Kasoa,,,Accra,Ghana,,,,,,,,,A wholesale and retail pharmacy focused on improving lives with good medication,,,,[],[],"['Operates as a wholesale and retail pharmacy'
 'Located at Ofaakor Congo Villa Kasoa, Accra, Ghana' 'Offers delivery'
 'Offers reservations' 'Offers in-store pickup' 'Phone: +233 24 464 0975'
 'Email: info@merkotpharma.com' 'Website: merkotpharma.com'
 'Mission: Focused on improving lives with good medication']",,CSV Seed
"Methodist Clinic, Amakom-lake Bosomtwe",['+233244962789' '+233244989905'],,[],,,,,,,,Amakom Near Lake Bosomtwe,,,Unknown,Ghana,,,,,,,,,"Methodist Clinic, Amakom-lake Bosomtwe is a mission health centre in Amakom Near Lake Bosomtwe Ghana. It offers a general services. This health centre is NHIS accredited.",,,,[],[],['NHIS accredited' 'Offers general health services'],,CSV Seed
Methodist Faith Healing Hospital,['+233322091862'],,[],1988.0,,,,,,,,,,Unknown,Ashanti,,,,,,,,,"The Methodist Faith Healing Hospital (MFHH) is a 112-bed facility dedicated to providing quality and holistic care to communities in and around the Afigya Kwabre district in the Ashanti region, Ghana. The hospital was dedicated on September 24th 1988, and began as an out patient department (OPD) on March 25th 1991. Current services offered at MFHH include Maternity, Diagnostics (lab, X-ray and Scan), In-Patient Care, Surgery, Accident & Emergency, Public Health, Optometry and ENT (ear, nose & throat). The facility also serves as a referral hospital for two main districts within the Ashanti Region; Afigya Kwabre and Kwabre East. The hospital also manages eight other Methodist clinics spread across the Ashanti Region. Mission: Making Life whole by delivering holistic quality health care to humanity. Vision: The hospital seeks to become a center of medical excellence which will provide preventive, curative and rehabilitative services. The facility also seeks to provide teaching, training and research opportunity for health care personnel in the country.",,,112.0,[],[],[],,CSV Seed
"Methodist Hospital, Wenchi",['+233202055760' '+233202055765' '+233202055769'],info@methowen.org,['methowen.org'],1951.0,,,,,,,Box 55 Wenchi,,,Wenchi,Bono,,,,,,,,,"The Methodist Hospital was established in 1951 by the Chiefs and people of Wenchi. It started as a dressing station in a small room at the current location of the Police Station. It was transferred to its present site, also in 1951, when a single block of the local Methodist Middle School was released by the Methodist Church under the auspices of the then Superintendent Minister, the Rev. Captain (Rtd) John Dixon, who was instrumental in getting the people of Wenchi a Hospital. The Hospital has now grown to become a two hundred and thirty eight (238) bed facility which serves as a referral center for the 19 health facilities within Wenchi Municipality, Tain and Banda Districts. Read more...",,,238.0,[],"['3 operating theatres' 'On-site X-Ray & Ultrasound facilities'
 'Endoscope equipment']","['On-site laboratory services'
 'Three on-site pharmacies operate 24/7, with one dedicated to wards and the other to serve the OPD unit'
 'Established in 1951' '238-bed facility'
 'Referral center for 19 health facilities within Wenchi Municipality, Tain and Banda Districts'
 'Specialist services: Urology, Orthopedics, Dental, Eye'
 'Special clinics: Hypertensive, Diabetic, ART, Sickle Cell'
 '70+ years of operation' '75 medical staff' '300+ nurses'
 'Located in Wenchi, Bono, Ghana']",,CSV Seed
Metro Health Hospital,['+233322089675'],frontdesk@metrohealthgh.com,['metrohealthgh.com'],,,,,,,,4 Barekese Road,,,Kumasi,Ghana,,,,,,,,,"At Metro Health Hospital, we strive to create healing and nurturing environments for our patients to address medical, emotional and social needs.",,,,"['Provides advanced ultrasound imaging including cardiology, kidney/prostate, fetal anomaly, and general ultrasound']",['Ultrasound imaging equipment used for advanced ultrasound services'],"['24x7 help and support available'
 'ElderCare Unit opened on 1 September 2020'
 'Departments include Ear, Nose & Throat Unit; Eye Unit; Laboratory Unit; Obstetrics & Gynecology Unit; Hypertensive Clinic; Diabetes Clinic; Pharmacy Unit; Out-Patient and In-Patient Departments'
 'ElderlyCare/Geriatric Care services are offered'
 'Obstetrics & Gynecology clinic operates Mondays 8:00am–2:00pm'
 'Ear, Nose & Throat clinic operates Wednesdays 3:30pm–6:00pm'
 'Orthopedics clinic operates Wednesdays 3:00pm–6:00pm']",,CSV Seed
